timestamp,ticker,state,trading_signal,structural_drift_score,latest_instability,system_health,evidence_confidence
2026-04-03T00:54:10.040320+00:00,AAPL,NORMAL,BUY,0.0,0.0,100.0,0.75
2026-04-03T00:54:10.040320+00:00,MSFT,NORMAL,BUY,0.0,0.0,100.0,0.75
2026-04-03T00:54:11.041760+00:00,AAPL,NORMAL,BUY,0.45067601402103447,0.45067601402103447,90.98647971957931,0.75
2026-04-03T00:54:11.041760+00:00,MSFT,NORMAL,BUY,0.45045045045046755,0.45045045045046755,90.99099099099065,0.75
2026-04-03T00:54:12.043034+00:00,AAPL,NORMAL,BUY,0.34895314057825955,0.34895314057825955,93.02093718843481,0.75
2026-04-03T00:54:12.043034+00:00,MSFT,NORMAL,BUY,0.34877927254609714,0.34877927254609714,93.02441454907806,0.75
2026-04-03T00:54:42.861458+00:00,AAPL,NORMAL,BUY,0.0,0.0,100.0,0.75
2026-04-03T00:54:42.861458+00:00,MSFT,NORMAL,BUY,0.0,0.0,100.0,0.75
2026-04-03T00:54:43.862772+00:00,AAPL,NORMAL,BUY,0.45067601402103447,0.45067601402103447,90.98647971957931,0.75
2026-04-03T00:54:43.862772+00:00,MSFT,NORMAL,BUY,0.45045045045046755,0.45045045045046755,90.99099099099065,0.75
2026-04-03T00:54:44.863997+00:00,AAPL,NORMAL,BUY,0.34895314057825955,0.34895314057825955,93.02093718843481,0.75
2026-04-03T00:54:44.863997+00:00,MSFT,NORMAL,BUY,0.34877927254609714,0.34877927254609714,93.02441454907806,0.75
