timestamp,open,high,low,close,volume
2024-01-01,147.98,148.27,147.35,147.87,846990
2024-01-02,148.95,149.64,148.56,148.94,344968
2024-01-03,149.21,149.59,148.61,148.81,398381
2024-01-04,148.24,148.68,147.52,147.73,1170736
2024-01-05,149.21,149.84,148.18,148.87,1305253
2024-01-06,148.99,149.5,148.63,149.28,604791
2024-01-07,149.3,149.5,148.51,149.23,763365
2024-01-08,149.14,149.5,148.71,149.01,1195865
2024-01-09,149.12,150.23,148.66,149.66,347698
2024-01-10,149.48,149.61,148.46,149.34,388782
2024-01-11,150.71,150.77,149.84,150.03,1184204
2024-01-12,150.54,151.11,150.33,150.35,361326
2024-01-13,150.94,151.22,149.84,150.5,1179136
2024-01-14,150.64,150.96,150.35,150.58,795836
2024-01-15,150.46,150.51,150.06,150.48,1486047
2024-01-16,151.22,151.49,150.82,151.11,146110
2024-01-17,150.34,150.99,149.89,150.59,1424336
2024-01-18,149.33,150.2,149.12,149.61,415416
2024-01-19,150.36,150.61,149.62,149.98,149112
2024-01-20,150.77,151.51,149.87,150.36,1113617
2024-01-21,150.35,150.91,150.15,150.65,845539
2024-01-22,151.19,151.45,150.63,150.89,1272336
2024-01-23,150.68,151.41,150.35,150.7,251695
2024-01-24,151.28,151.72,151.06,151.18,213099
2024-01-25,151.29,151.58,150.83,151.15,894148
2024-01-26,151.15,151.52,150.43,150.86,1334908
2024-01-27,150.69,151.36,150.35,150.67,668068
2024-01-28,152.3,153.0,151.53,151.88,1216524
2024-01-29,150.93,151.17,150.44,150.84,1368693
2024-01-30,151.33,151.72,150.87,151.14,1317558
2024-01-31,149.88,150.55,149.34,150.13,812136
2024-02-01,150.71,150.92,149.38,150.07,1077799
2024-02-02,149.95,150.34,149.5,149.81,835932
2024-02-03,148.77,149.17,148.06,148.56,1043814
2024-02-04,148.31,149.42,147.95,148.79,893921
2024-02-05,148.31,149.2,147.84,148.56,835130
2024-02-06,147.67,148.01,146.59,147.3,711531
2024-02-07,147.89,148.25,147.3,147.81,1013902
2024-02-08,148.09,149.2,148.05,148.67,1151538
2024-02-09,149.87,150.16,149.07,149.56,1386753
