timestamp,open,high,low,close,volume
2024-01-01,99.62,99.86,98.95,99.6,555818
2024-01-02,99.03,100.14,98.86,99.66,1179082
2024-01-03,100.32,100.81,99.8,100.14,273113
2024-01-04,100.09,100.39,99.5,99.87,856667
2024-01-05,99.76,100.03,99.71,99.84,692223
2024-01-06,99.02,100.63,98.61,99.77,355932
2024-01-07,98.97,99.73,98.32,99.27,963028
2024-01-08,100.03,100.29,99.48,99.66,549027
2024-01-09,99.22,100.64,98.75,100.05,359838
2024-01-10,100.31,100.79,100.09,100.41,1014468
2024-01-11,100.98,101.68,100.71,101.33,343877
2024-01-12,102.44,102.96,101.51,102.2,1041994
2024-01-13,101.77,102.12,101.48,101.98,326931
2024-01-14,102.32,102.79,101.71,102.2,708663
2024-01-15,102.0,102.78,101.8,101.83,1231190
2024-01-16,102.39,102.88,101.07,101.84,420103
2024-01-17,101.42,101.81,100.9,101.48,1174678
2024-01-18,102.57,102.86,102.09,102.45,1110669
2024-01-19,102.23,102.99,101.71,102.67,1363719
2024-01-20,102.9,103.25,102.42,102.54,336422
2024-01-21,103.03,103.58,102.39,103.26,1101163
2024-01-22,101.79,102.54,101.45,101.95,1411337
2024-01-23,100.74,100.8,100.38,100.75,1168226
2024-01-24,100.75,101.8,100.45,101.22,363065
2024-01-25,101.33,101.65,100.98,101.26,1251025
2024-01-26,101.7,102.18,100.87,101.41,250237
2024-01-27,100.7,100.88,100.16,100.61,924381
2024-01-28,100.12,101.27,99.59,100.6,796706
2024-01-29,101.76,102.45,101.37,101.8,843511
2024-01-30,102.52,103.11,101.79,102.3,827369
2024-01-31,101.83,102.5,101.52,102.4,144067
2024-02-01,101.81,102.7,100.97,102.13,811470
2024-02-02,102.16,102.64,101.81,101.9,1411442
2024-02-03,100.7,100.78,99.97,100.62,711334
2024-02-04,100.9,101.29,100.1,100.78,487678
2024-02-05,101.84,102.31,101.05,101.28,1492740
2024-02-06,100.48,100.99,99.49,100.34,238589
2024-02-07,100.14,100.57,99.34,99.94,780792
2024-02-08,100.06,100.52,98.65,99.25,817636
2024-02-09,98.6,99.36,98.2,98.67,769125
