timestamp,open,high,low,close,volume
2024-01-01,155.26,156.22,155.17,155.51,336995
2024-01-02,155.04,155.31,154.39,154.85,925705
2024-01-03,155.1,155.85,154.56,155.35,457489
2024-01-04,155.53,156.67,155.33,156.06,1057600
2024-01-05,156.49,156.97,155.78,156.19,676468
2024-01-06,156.43,156.85,155.7,156.08,923404
2024-01-07,156.63,157.04,155.55,156.32,764939
2024-01-08,154.46,154.99,153.68,154.6,611258
2024-01-09,154.74,155.07,154.67,154.79,579369
2024-01-10,154.94,155.25,153.82,154.72,1076195
2024-01-11,154.8,155.5,154.47,154.69,820139
2024-01-12,154.99,155.49,154.4,155.11,932012
2024-01-13,154.58,155.31,153.99,155.07,908232
2024-01-14,154.42,154.71,154.18,154.38,390692
2024-01-15,154.62,155.24,153.8,154.3,1378521
2024-01-16,153.98,154.87,153.6,154.34,888389
2024-01-17,154.6,155.11,153.9,154.41,1105290
2024-01-18,154.6,154.95,154.06,154.5,1334670
2024-01-19,155.35,155.87,154.49,155.13,1394590
2024-01-20,154.74,155.01,154.06,154.48,1033566
2024-01-21,154.37,154.93,154.01,154.58,1201961
2024-01-22,154.87,155.95,154.25,155.36,760508
2024-01-23,154.15,154.89,153.64,154.31,1132909
2024-01-24,154.69,154.89,153.88,154.42,550217
2024-01-25,153.91,154.3,153.64,154.07,1096494
2024-01-26,153.64,154.27,153.45,153.85,220240
2024-01-27,152.76,154.05,152.47,153.31,1379990
2024-01-28,153.73,153.75,152.93,153.2,442477
2024-01-29,154.56,155.01,153.75,154.31,1019188
2024-01-30,153.78,153.91,152.95,153.55,115661
2024-01-31,153.14,153.41,152.48,152.85,318001
2024-02-01,152.24,152.57,151.38,152.07,1481276
2024-02-02,153.03,153.42,152.36,153.1,1266710
2024-02-03,152.78,153.12,152.33,152.83,411475
2024-02-04,152.68,153.21,152.45,152.81,283185
2024-02-05,153.36,153.65,151.85,152.57,1240826
2024-02-06,152.17,152.28,151.61,152.0,1486236
2024-02-07,151.72,152.42,151.3,151.86,336102
2024-02-08,153.48,154.03,153.0,153.34,1029521
2024-02-09,153.87,154.74,153.65,154.17,497041
