timestamp,open,high,low,close,volume
2024-01-01,85.3,85.79,84.77,85.23,607550
2024-01-02,85.56,85.66,84.83,85.3,673975
2024-01-03,85.35,85.8,84.72,85.21,500976
2024-01-04,86.52,87.07,85.64,86.16,406399
2024-01-05,85.87,86.35,85.76,85.79,1020413
2024-01-06,86.92,87.55,86.59,87.02,1242478
2024-01-07,86.99,87.11,86.85,86.89,506986
2024-01-08,85.24,86.59,84.83,86.12,1304797
2024-01-09,86.28,86.62,85.76,86.16,899369
2024-01-10,84.42,85.82,83.81,85.52,334779
2024-01-11,84.55,85.64,83.91,85.07,612398
2024-01-12,85.44,86.14,84.86,85.3,110509
2024-01-13,85.78,86.54,85.34,85.64,154837
2024-01-14,84.92,85.93,84.42,85.26,570581
2024-01-15,85.64,86.24,85.35,85.86,736247
2024-01-16,86.96,87.43,86.15,86.55,1216515
2024-01-17,87.27,87.97,86.67,87.41,288023
2024-01-18,88.4,88.83,87.44,87.73,1274843
2024-01-19,88.55,88.98,87.99,88.55,428331
2024-01-20,87.54,88.11,86.89,87.42,293660
2024-01-21,87.71,88.1,87.02,87.23,1079849
2024-01-22,86.75,87.0,86.11,86.71,1184070
2024-01-23,86.48,87.1,85.94,86.78,946877
2024-01-24,86.41,86.97,85.99,86.44,261985
2024-01-25,86.33,86.74,86.08,86.34,261482
2024-01-26,87.06,87.94,86.83,87.47,646087
2024-01-27,87.29,87.9,87.0,87.37,730840
2024-01-28,87.39,87.94,86.88,87.61,1498053
2024-01-29,87.75,88.3,87.27,87.48,501065
2024-01-30,87.53,88.01,87.03,87.52,369627
2024-01-31,87.44,87.68,87.29,87.52,1424261
2024-02-01,87.76,88.48,87.4,87.79,315549
2024-02-02,88.56,88.86,88.07,88.49,136963
2024-02-03,89.67,89.73,88.59,89.48,691920
2024-02-04,89.37,89.86,89.24,89.67,661514
2024-02-05,89.71,90.22,89.01,90.02,967535
2024-02-06,89.66,90.07,88.9,89.33,1328828
2024-02-07,89.15,89.62,88.67,89.28,1406061
2024-02-08,89.42,90.17,88.99,89.84,505494
2024-02-09,90.49,91.02,89.87,90.36,1473149
