timestamp,open,high,low,close,volume
2024-01-01,127.11,127.22,126.65,127.1,543147
2024-01-02,126.53,127.51,126.47,126.77,468829
2024-01-03,126.82,127.28,126.53,126.78,332428
2024-01-04,126.61,127.11,126.06,126.63,1401438
2024-01-05,125.76,126.5,125.42,126.16,1416087
2024-01-06,125.55,126.35,125.25,125.99,261260
2024-01-07,126.28,126.87,125.43,126.11,594550
2024-01-08,124.87,126.04,124.68,125.65,889407
2024-01-09,125.22,125.73,124.92,125.16,636600
2024-01-10,124.2,124.71,123.76,124.35,1109456
2024-01-11,124.97,125.31,124.1,124.58,464322
2024-01-12,124.76,125.03,124.26,124.91,182387
2024-01-13,125.25,125.25,124.47,125.05,571708
2024-01-14,125.51,125.97,125.07,125.63,936998
2024-01-15,125.71,126.12,125.18,125.68,352894
2024-01-16,126.14,126.28,125.57,125.91,1242261
2024-01-17,125.96,126.49,125.55,126.1,117148
2024-01-18,126.34,126.75,125.62,126.04,194538
2024-01-19,125.43,125.75,124.98,125.72,812370
2024-01-20,127.14,127.36,126.5,127.05,817140
2024-01-21,127.06,127.54,126.27,126.78,512838
2024-01-22,126.58,127.06,125.97,126.38,461980
2024-01-23,127.22,127.39,126.4,126.64,197736
2024-01-24,126.56,127.22,126.15,126.79,1028094
2024-01-25,125.54,126.55,125.14,125.95,630636
2024-01-26,126.33,127.18,125.89,126.62,266148
2024-01-27,126.76,127.15,125.73,126.57,659774
2024-01-28,126.05,126.36,125.61,125.9,1411872
2024-01-29,126.64,126.92,126.13,126.61,465731
2024-01-30,126.65,127.48,126.04,126.99,1352620
2024-01-31,126.46,126.9,125.81,126.23,462240
2024-02-01,126.93,127.82,126.06,127.3,360364
2024-02-02,128.04,128.47,127.37,127.69,464899
2024-02-03,128.54,129.11,127.22,127.69,552572
2024-02-04,128.75,129.17,128.4,128.64,268852
2024-02-05,128.91,129.47,128.41,128.74,922688
2024-02-06,128.57,129.29,128.12,128.72,566827
2024-02-07,127.78,128.56,127.21,128.32,1105287
2024-02-08,128.49,128.71,128.03,128.67,787385
2024-02-09,128.63,129.67,127.98,128.96,719718
