timestamp,open,high,low,close,volume
2024-01-01,69.27,70.3,69.2,69.99,1206217
2024-01-02,69.15,69.9,68.75,69.49,537597
2024-01-03,69.55,70.09,69.33,69.64,166519
2024-01-04,69.21,69.81,68.88,69.53,171344
2024-01-05,69.6,70.09,69.0,69.38,1292780
2024-01-06,69.89,70.18,69.23,69.29,256240
2024-01-07,69.05,69.73,68.98,69.41,989788
2024-01-08,68.55,69.48,68.06,68.8,638306
2024-01-09,69.3,69.49,68.93,69.23,1188523
2024-01-10,70.11,70.19,69.51,69.62,184739
2024-01-11,69.49,70.58,68.93,69.86,1356909
2024-01-12,70.26,71.17,69.73,70.19,1077465
2024-01-13,70.91,71.23,70.11,70.37,728988
2024-01-14,71.09,71.6,70.96,71.59,389828
2024-01-15,71.15,71.87,70.58,71.54,1467998
2024-01-16,71.22,71.69,70.75,71.35,522900
2024-01-17,70.74,71.26,69.87,70.9,786716
2024-01-18,70.52,70.7,69.8,70.28,651776
2024-01-19,69.61,70.12,69.06,69.53,422770
2024-01-20,68.47,69.51,68.1,69.0,683253
2024-01-21,69.11,69.21,68.39,68.96,312078
2024-01-22,68.99,69.7,68.46,69.16,102324
2024-01-23,69.57,70.38,68.54,69.19,505990
2024-01-24,68.54,69.16,68.25,68.73,256898
2024-01-25,69.08,69.6,68.77,69.27,680690
2024-01-26,69.88,70.25,69.41,69.71,1307870
2024-01-27,69.85,70.37,69.06,69.62,327596
2024-01-28,69.36,69.41,68.53,69.23,101726
2024-01-29,69.05,69.99,68.74,69.56,255531
2024-01-30,69.83,70.15,69.35,69.67,811434
2024-01-31,68.49,69.57,68.03,68.8,484773
2024-02-01,68.83,69.19,68.41,68.76,785302
2024-02-02,68.49,69.65,67.9,68.92,140947
2024-02-03,68.51,68.69,68.33,68.38,566331
2024-02-04,68.25,69.01,68.01,68.49,674188
2024-02-05,67.23,68.08,66.99,67.62,703857
2024-02-06,68.63,68.86,68.35,68.42,871621
2024-02-07,69.24,69.68,68.96,69.17,1192813
2024-02-08,68.83,69.66,68.61,69.02,754121
2024-02-09,69.67,70.0,68.87,69.23,1277685
