unit_id,cycle,raw_drift,ema_drift,warning_triggered,warning_cycle,lead_time_cycles
1,42,0.04828178421845102,0.04828178421845102,0,152,137
1,20,0.0462669389368863,0.04777807289805984,0,152,137
1,42,0.04853744174708979,0.047967915110317325,0,152,137
1,42,0.04861828961132758,0.048130508735569885,0,152,137
1,25,0.5580492708442936,0.1756101992627508,0,152,137
1,34,0.03624873188365519,0.1407698324179769,0,152,137
1,0,0.5476510822533226,0.2424901448768133,0,152,137
1,41,0.048971884009825,0.19411057966006623,0,152,137
1,42,0.04823115058767132,0.15764072239196752,0,152,137
1,25,0.7077218647465338,0.29516100798060907,0,152,137
1,20,0.1959156820653797,0.27034967650180175,0,152,137
1,34,0.18510570616782127,0.24903868391830664,0,152,137
1,24,0.7076766737911458,0.36369818138651644,0,152,137
1,20,0.19540256553752752,0.32162427742426924,0,152,137
1,25,0.7078660357609151,0.41818471700843074,0,152,137
1,20,0.19534619920092666,0.3624750875565547,0,152,137
1,9,0.22019337830934765,0.32690466024475295,0,152,137
1,42,0.19829686283752704,0.29475271089294647,0,152,137
1,20,0.19467427678231883,0.2697331023652896,0,152,137
1,20,0.11882974861782479,0.23200726392842339,0,152,137
1,0,0.620418599007576,0.32911009769821153,0,152,137
1,20,0.11911062538978509,0.27661022962110493,0,152,137
1,0,0.6195621819531284,0.3623482177041108,0,152,137
1,25,0.6313177522980686,0.42959060135260024,0,152,137
1,42,0.12119496239504955,0.35249169161321253,0,152,137
1,19,0.11843455889453319,0.2939774084335427,0,152,137
1,10,0.14416707835525744,0.2565248259139714,0,152,137
1,0,0.6208246595493924,0.3475997843228267,0,152,137
1,25,0.6312935117090784,0.4185232161693896,0,152,137
1,20,0.20910551082003215,0.36616878983205026,0,152,137
1,20,0.20906076338144233,0.32689178321939827,0,152,137
1,35,0.20009750918254066,0.2951932147101839,0,152,137
1,41,0.21257522070544407,0.27453871620899895,0,152,137
1,35,0.1998896120767113,0.25587644017592703,0,152,137
1,9,0.23573389206566303,0.25084080314836105,0,152,137
1,41,0.21211867065218964,0.24116027002431817,0,152,137
1,35,0.19940536988006516,0.23072154498825492,0,152,137
1,0,0.7117074831473323,0.3509680295280243,0,152,137
1,35,0.1997857268127068,0.3131724538491949,0,152,137
1,35,0.18363161753288532,0.2807872447701175,0,152,137
1,25,0.7068378189339306,0.38729988831107076,0,152,137
1,24,0.7052371780366313,0.4667842107424609,0,152,137
1,25,0.705911757914403,0.5265660975354465,0,152,137
1,25,0.705952786869209,0.5714127698688871,0,152,137
1,25,0.7057888319268966,0.6050067853833895,0,152,137
1,0,0.6949831599067009,0.6275008790142174,0,152,137
1,25,0.7055600072996377,0.6470156610855724,0,152,137
1,41,0.19570329492101124,0.5341875695444321,0,152,137
1,20,0.19373715973131897,0.4490749670911538,0,152,137
1,35,0.1898630360696338,0.3842719843357738,0,152,137
1,10,0.22586094649647642,0.3446692248759495,0,152,137
1,42,0.2021929139511628,0.30905014714475276,0,152,137
1,20,0.1991292045489539,0.281569911495803,0,152,137
1,42,0.20245328516210948,0.26179075491237963,0,152,137
1,42,0.2023137760656536,0.2469215102006981,0,152,137
1,20,0.19942503939343154,0.23504739249888146,0,152,137
1,0,0.7012098310711588,0.3515880021419508,0,152,137
1,42,0.2028874230660566,0.31441285737297725,0,152,137
1,24,0.7113671475711771,0.41365142992252724,0,152,137
1,20,0.19488399834291967,0.35895957202762535,0,152,137
1,35,0.1855781981701377,0.31561422856325344,0,152,137
1,42,0.19918655754928583,0.28650731080976155,0,152,137
1,0,0.6967164686906342,0.3890596002799797,0,152,137
1,9,0.221858218826124,0.34725925491651577,0,152,137
1,0,0.6969439237287122,0.4346804221195649,0,152,137
1,42,0.19858111907836767,0.37565559635926565,0,152,137
1,35,0.18598898122941854,0.32823894257680386,0,152,137
1,0,0.6969382635317177,0.4204137728155323,0,152,137
1,0,0.6968739627419329,0.48952882029713246,0,152,137
1,41,0.1972616298731415,0.41646202269113475,0,152,137
1,10,0.2199614445905413,0.36733687816598637,0,152,137
1,42,0.19684586120922548,0.3247141239267961,0,152,137
1,34,0.18445174792990493,0.2896485299275733,0,152,137
1,19,0.1941205214760221,0.26576652781468546,0,152,137
1,10,0.22004084206811997,0.2543351063780441,0,152,137
1,20,0.19403475622036487,0.23926001883862424,0,152,137
1,41,0.19706690277466715,0.22871173982263499,0,152,137
1,42,0.19732623792896808,0.22086536434921825,0,152,137
1,42,0.19622951003438294,0.21470640077050943,0,152,137
1,10,0.21713108963771335,0.2153125729873104,0,152,137
1,20,0.1921722236525161,0.20952748565361182,0,152,137
1,35,0.18232173813424674,0.20272604877377054,0,152,137
1,25,0.7034134472132159,0.32789789838363187,0,152,137
1,20,0.19177037086052479,0.2938660165028551,0,152,137
1,42,0.19500665349771426,0.2691511757515699,0,152,137
1,0,0.692331381562837,0.37494622720438664,0,152,137
1,35,0.18258072062507294,0.3268548505595582,0,152,137
1,42,0.19442152504021218,0.2937465191797217,0,152,137
1,20,0.19298786746593158,0.2685568562512742,0,152,137
1,0,0.6791980116369136,0.37121714509768405,0,152,137
1,9,0.20423012094983056,0.3294703890607207,0,152,137
1,25,0.6919047445053996,0.4200789779218904,0,152,137
1,20,0.17894400171801067,0.3597952338709205,0,152,137
1,9,0.20337514154496603,0.3206902107894319,0,152,137
1,25,0.6919371143991955,0.4135019366918728,0,152,137
1,42,0.18188078634644386,0.3555966491055155,0,152,137
1,10,0.20540602378679038,0.3180489927758342,0,152,137
1,10,0.20411484700782215,0.2895654563338312,0,152,137
1,41,0.18134075775442685,0.2625092816889801,0,152,137
1,35,0.17955438733879128,0.2417705581014329,0,152,137
1,34,0.17965007242634998,0.22624043668266217,0,152,137
1,42,0.19187187560234073,0.21764829641258182,0,152,137
1,42,0.19248658887373646,0.21135786952787047,0,152,137
1,34,0.17942682726238326,0.20337510896149866,0,152,137
1,9,0.21431637936326778,0.20611042656194092,0,152,137
1,20,0.1894682534297812,0.201949883278901,0,152,137
1,25,0.7022323859767046,0.3270205089533519,0,152,137
1,34,0.1796947136172153,0.2901890601193177,0,152,137
1,10,0.21497464596675844,0.2713854565811779,0,152,137
